locusName	Best_hit_arabi_name	arabi-symbol	arabi-defline	at_tf_family	pt_tf_family
Potri.009G130500	AT4G34880.1	-	Amidase family protein	-	-
Potri.009G130600	AT3G19360.1	-	Zinc finger (CCCH-type) family protein	C3H	C3H
Potri.009G130700	AT4G34880.1	-	Amidase family protein	-	-
Potri.009G130800	AT2G21110.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.009G130900	AT2G21110.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.009G131000	AT2G21100.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.009G131100	AT5G67080.1	MAPKKK19	mitogen-activated protein kinase kinase kinase 19	-	-
Potri.009G131200	AT3G16620.1	ATTOC120,TOC120	translocon outer complex protein 120	-	-
Potri.009G131300	AT3G16620.1	ATTOC120,TOC120	translocon outer complex protein 120	-	-
Potri.009G131400	AT2G36100.1	-	Uncharacterised protein family (UPF0497)	-	-
Potri.009G131500	AT5G60230.2	ATSEN2,SEN2	splicing endonuclease 2	-	-
Potri.009G131600	AT4G38690.1	-	PLC-like phosphodiesterases superfamily protein	-	-
Potri.009G131700	AT2G21070.3	FIO1	methyltransferases	-	-
Potri.009G131800	AT2G17880.1	-	Chaperone DnaJ-domain superfamily protein	-	-
Potri.009G131900	AT4G34940.1	ARO1	armadillo repeat only 1	-	-
Potri.009G132000	AT4G36020.1	CSDP1	cold shock domain protein 1	-	-
Potri.009G132100	AT2G21050.1	LAX2	like AUXIN RESISTANT 2	-	-
Potri.009G132200	AT4G38670.1	-	Pathogenesis-related thaumatin superfamily protein	-	-
Potri.009G132300	-	-	-	-	-
Potri.009G132400	AT5G49610.1	-	F-box family protein	-	-
Potri.009G132500	AT4G38660.1	-	Pathogenesis-related thaumatin superfamily protein	-	-
Potri.009G132600	AT4G38650.1	-	Glycosyl hydrolase family 10 protein	-	-
Potri.009G132700	AT4G34950.1	-	Major facilitator superfamily protein	-	-
Potri.009G132800	AT4G34960.1	-	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	-	-
Potri.009G132900	AT4G38640.1	-	Plasma-membrane choline transporter family protein	-	-
Potri.009G133000	AT4G38630.1	ATMCB1,MBP1,MCB1,RPN10	regulatory particle non-ATPase 10	-	-
Potri.009G133100	AT2G16700.1	ADF5,ATADF5	actin depolymerizing factor 5	-	-
Potri.009G133200	-	-	-	-	-
Potri.009G133300	AT5G17050.1	UGT78D2	UDP-glucosyl transferase 78D2	-	-
Potri.009G133400	AT4G34980.1	SLP2	subtilisin-like serine protease 2	-	-
Potri.009G133500	AT2G17840.1	ERD7	Senescence/dehydration-associated protein-related	-	-
Potri.009G133600	AT5G09220.1	AAP2	amino acid permease 2	-	-
Potri.009G133700	ATCG00170.1	-	DNA-directed RNA polymerase family protein	-	-
Potri.009G133800	AT5G66140.1	PAD2	proteasome alpha subunit D2	-	-
Potri.009G133900	AT2G45740.2	PEX11D	peroxin 11D	-	-
Potri.009G134000	AT4G38620.1	ATMYB4,MYB4	myb domain protein 4	MYB	MYB_related
Potri.009G134100	AT4G35000.1	APX3	ascorbate peroxidase 3	-	-
Potri.009G134200	AT2G20990.1	ATSYTA,NTMC2T1.1,NTMC2TYPE1.1,SYT1,SYTA	synaptotagmin A	-	-
Potri.009G134300	AT4G38600.1	KAK,UPL3	HEAT repeat ;HECT-domain (ubiquitin-transferase)	-	-
Potri.009G134400	AT2G16730.1	BGAL13	glycosyl hydrolase family 35 protein	-	-
Potri.009G134500	AT2G20980.1	MCM10	minichromosome maintenance 10	-	-
Potri.009G134600	AT4G35020.1	ARAC3,ATROP6,RAC3,RHO1PS,ROP6	RAC-like 3	-	-
Potri.009G134700	AT2G16750.1	-	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain	-	-
Potri.009G134800	AT4G35940.1	-	-	-	-
Potri.009G134900	AT4G35040.1	bZIP19	Basic-leucine zipper (bZIP) transcription factor family protein	bZIP	bZIP
Potri.009G135000	-	-	-	-	-
Potri.009G135100	AT2G16780.1	MSI02,MSI2,NFC02,NFC2	Transducin family protein / WD-40 repeat family protein	-	-
Potri.009G135200	AT4G38580.1	ATFP6,FP6,HIPP26	farnesylated protein 6	-	-
Potri.009G135300	AT4G38580.1	ATFP6,FP6,HIPP26	farnesylated protein 6	-	-
Potri.009G135400	AT4G35070.1	-	SBP (S-ribonuclease binding protein) family protein	-	-
Potri.009G135500	AT1G68000.1	ATPIS,ATPIS1,PIS1	phosphatidylinositol synthase 1	-	-
Potri.009G135600	AT2G16800.1	-	high-affinity nickel-transport family protein	-	-
Potri.009G135700	AT1G68010.2	ATHPR1,HPR	hydroxypyruvate reductase	-	-
Potri.009G135800	AT1G20140.1	ASK4,SK4	SKP1-like 4	-	-
Potri.009G135900	-	-	-	-	-
Potri.009G136000	AT2G16920.1	PFU2,UBC23	ubiquitin-conjugating enzyme 23	-	-
Potri.009G136100	AT2G20940.1	-	Protein of unknown function (DUF1279)	-	-
Potri.009G136200	AT2G32300.1	UCC1	uclacyanin 1	-	-
Potri.009G136300	AT2G16910.1	AMS	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH	bHLH
Potri.009G136400	AT4G38560.2	-	Arabidopsis phospholipase-like protein (PEARLI 4) family	-	-
Potri.009G136500	AT4G02390.1	APP,ATPARP1,PARP1,PP	poly(ADP-ribose) polymerase	-	-
Potri.009G136600	AT4G35100.1	PIP2;7,PIP3,PIP3A,SIMIP	plasma membrane intrinsic protein 3	-	-
Potri.009G136700	AT5G47900.1	-	Protein of unknown function (DUF1624)	-	-
Potri.009G136800	AT2G20930.1	-	SNARE-like superfamily protein	-	-
Potri.009G136900	AT1G20200.1	EMB2719,HAP15	PAM domain (PCI/PINT associated module) protein	-	-
Potri.009G137000	AT1G34360.1	-	translation initiation factor 3 (IF-3) family protein	-	-
Potri.009G137100	-	-	-	-	-
Potri.009G137200	AT2G16940.1	-	Splicing factor, CC1-like	-	-
Potri.009G137300	-	-	-	-	-
Potri.009G137400	AT4G38520.1	-	Protein phosphatase 2C family protein	-	-
Potri.009G137500	AT2G19090.1	-	Protein of unknown function (DUF630 and DUF632)	-	-
Potri.009G137600	AT2G20920.1	-	Protein of unknown function (DUF3353)	-	-
Potri.009G137700	-	-	-	-	-
Potri.009G137800	AT4G38510.5	-	ATPase, V1 complex, subunit B protein	-	-
Potri.009G137900	-	-	-	-	-
Potri.009G138000	AT4G38500.1	-	Protein of unknown function (DUF616)	-	-
Potri.009G138100	AT5G23590.1	-	DNAJ heat shock N-terminal domain-containing protein	-	-
Potri.009G138200	AT2G16950.2	ATTRN1,TRN1	transportin 1	-	-
Potri.009G138300	-	-	-	-	-
Potri.009G138400	AT1G13460.2	-	Protein phosphatase 2A regulatory B subunit family protein	-	-
Potri.009G138500	AT1G31830.1	-	Amino acid permease family protein	-	-
Potri.009G138600	AT3G04380.2	SDG31,SUVR4	SET-domain containing protein lysine methyltransferase family protein	-	-
Potri.009G138700	-	-	-	-	-
Potri.009G138800	AT1G12400.1	-	Nucleotide excision repair, TFIIH, subunit TTDA	-	-
Potri.009G138900	AT2G16990.2	-	Major facilitator superfamily protein	-	-
Potri.009G139000	AT4G35140.1	-	Transducin/WD40 repeat-like superfamily protein	-	-
Potri.009G139100	-	-	-	-	-
Potri.009G139200	AT1G62260.1	MEF9	mitochondrial editing factor 9	-	-
Potri.009G139300	AT2G17033.2	-	pentatricopeptide (PPR) repeat-containing protein	-	-
Potri.009G139400	AT4G38470.1	-	ACT-like protein tyrosine kinase family protein	-	-
Potri.009G139500	AT2G17020.1	-	F-box/RNI-like superfamily protein	-	-
Potri.009G139600	AT4G38460.1	GGR	geranylgeranyl reductase	-	-
Potri.009G139700	AT4G35160.1	-	O-methyltransferase family protein	-	-
Potri.009G139800	AT4G35160.1	-	O-methyltransferase family protein	-	-
Potri.009G139900	AT4G38440.1	-	-	-	-
Potri.009G140000	AT2G17030.1	-	F-box family protein with a domain of unknown function (DUF295)	-	-
Potri.009G140100	AT4G38430.1	ATROPGEF1,ROPGEF1	rho guanyl-nucleotide exchange factor 1	-	-
Potri.009G140200	AT1G16210.1	-	-	-	-
Potri.009G140300	AT1G77280.1	-	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain	-	-
Potri.009G140400	AT5G39130.1	-	RmlC-like cupins superfamily protein	-	-
Potri.009G140500	AT2G47450.1	CAO,CPSRP43	chloroplast signal recognition particle component (CAO)	-	-
Potri.009G140600	AT2G41990.1	-	-	-	-
Potri.009G140700	AT1G47670.1	-	Transmembrane amino acid transporter family protein	-	-
Potri.009G140800	AT1G47670.1	-	Transmembrane amino acid transporter family protein	-	-
Potri.009G140900	AT1G29500.1	-	SAUR-like auxin-responsive protein family 	-	-
Potri.009G141000	AT1G29450.1	-	SAUR-like auxin-responsive protein family 	-	-
Potri.009G141100	AT1G29510.1	SAUR68	SAUR-like auxin-responsive protein family 	-	-
Potri.009G141200	AT1G29460.1	-	SAUR-like auxin-responsive protein family 	-	-
Potri.009G141300	AT5G22800.1	EMB1030,EMB263,EMB86	Alanyl-tRNA synthetase, class IIc	-	-
Potri.009G141400	AT4G38400.1	ATEXLA2,ATEXPL2,ATHEXP BETA 2.2,EXLA2,EXPL2	expansin-like A2	-	-
Potri.009G141500	AT4G35190.1	-	Putative lysine decarboxylase family protein	-	-
Potri.009G141600	AT2G17040.1	anac036,NAC036	NAC domain containing protein 36	NAC	NAC
Potri.009G141700	AT3G12500.1	ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3	basic chitinase	-	-
Potri.009G141800	AT3G12500.1	ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3	basic chitinase	-	-
Potri.009G141900	AT4G35200.1	-	Arabidopsis protein of unknown function (DUF241)	-	-
Potri.009G142000	AT3G12500.1	ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3	basic chitinase	-	-
Potri.009G142100	AT3G12500.1	ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3	basic chitinase	-	-
Potri.009G142200	AT3G12500.1	ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3	basic chitinase	-	-
Potri.009G142300	AT3G12500.1	ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3	basic chitinase	-	-
Potri.009G142400	AT2G17080.1	-	Arabidopsis protein of unknown function (DUF241)	-	-
Potri.009G142500	AT2G17070.1	-	Arabidopsis protein of unknown function (DUF241)	-	-
Potri.009G142600	AT2G17080.1	-	Arabidopsis protein of unknown function (DUF241)	-	-
Potri.009G142700	AT2G17080.1	-	Arabidopsis protein of unknown function (DUF241)	-	-
Potri.009G142800	AT4G35230.1	BSK1	BR-signaling kinase 1	-	-
Potri.009G142900	AT4G35240.2	-	Protein of unknown function (DUF630 and DUF632)	-	-
Potri.009G143000	AT4G35250.1	-	NAD(P)-binding Rossmann-fold superfamily protein	-	-
Potri.009G143100	AT1G20550.1	-	O-fucosyltransferase family protein	-	-
Potri.009G143200	AT5G60620.1	GPAT9	glycerol-3-phosphate acyltransferase 9	-	-
Potri.009G143300	AT2G17120.1	LYM2	lysm domain GPI-anchored protein 2 precursor	-	-
Potri.009G143400	AT4G38380.1	-	MATE efflux family protein	-	-
Potri.009G143500	AT1G19250.1	FMO1	flavin-dependent monooxygenase 1	-	-
Potri.009G143600	AT1G12740.1	CYP87A2	cytochrome P450, family 87, subfamily A, polypeptide 2	-	-
Potri.009G143700	AT1G08290.1	WIP3	WIP domain protein 3	C2H2	C2H2
Potri.009G143800	AT5G25940.1	-	early nodulin-related	-	-
Potri.009G143900	AT5G22470.1	-	NAD+ ADP-ribosyltransferases;NAD+ ADP-ribosyltransferases	-	-
Potri.009G144000	AT1G08280.1	-	Glycosyltransferase family 29 (sialyltransferase) family protein	-	-
Potri.009G144100	AT2G27580.1	-	A20/AN1-like zinc finger family protein	-	-
Potri.009G144200	AT2G27600.1	ATSKD1,SKD1,VPS4	AAA-type ATPase family protein	-	-
Potri.009G144300	AT2G27600.1	ATSKD1,SKD1,VPS4	AAA-type ATPase family protein	-	-
Potri.009G144400	-	-	-	-	-
Potri.009G144500	AT2G04160.1	AIR3	Subtilisin-like serine endopeptidase family protein	-	-
Potri.009G144600	AT3G07350.1	-	Protein of unknown function (DUF506) 	-	-
Potri.009G144700	AT2G27610.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.009G144800	AT3G44530.2	HIRA	homolog of histone chaperone HIRA	-	-
Potri.009G144900	AT4G33790.1	CER4,FAR3,G7	Jojoba acyl CoA reductase-related male sterility protein	-	-
Potri.009G145000	AT4G33790.1	CER4,FAR3,G7	Jojoba acyl CoA reductase-related male sterility protein	-	-
Potri.009G145100	AT3G44540.1	FAR4	fatty acid reductase 4	-	-
Potri.009G145200	AT4G21900.1	PRORP3	proteinaceous RNase P 3	-	-
Potri.009G145300	AT2G45510.1	CYP704A2	cytochrome P450, family 704, subfamily A, polypeptide 2	-	-
Potri.009G145400	AT2G27690.1	CYP94C1	cytochrome P450, family 94, subfamily C, polypeptide 1	-	-
Potri.009G145500	AT5G08640.2	ATFLS1,FLS,FLS1	flavonol synthase 1	-	-
Potri.009G145600	AT5G03620.1	-	Subtilisin-like serine endopeptidase family protein	-	-
Potri.009G145700	AT3G19430.1	-	late embryogenesis abundant protein-related / LEA protein-related	-	-
Potri.009G145800	AT3G21510.1	AHP1	histidine-containing phosphotransmitter 1	-	-
Potri.009G145900	-	-	-	-	-
Potri.009G146000	AT2G27680.1	-	NAD(P)-linked oxidoreductase superfamily protein	-	-
Potri.009G146100	AT4G04190.2	-	-	-	-
Potri.009G146200	AT3G44590.1	-	60S acidic ribosomal protein family	-	-
Potri.009G146300	AT1G03430.1	AHP5	histidine-containing phosphotransfer factor 5	-	-
Potri.009G146400	AT3G44600.1	CYP71	cyclophilin71	-	-
Potri.009G146500	AT3G44610.1	-	Protein kinase superfamily protein	-	-
Potri.009G146600	-	-	-	-	-
Potri.009G146700	AT2G36350.1	-	Protein kinase superfamily protein	-	-
Potri.009G146800	AT3G44620.1	-	protein tyrosine phosphatases;protein tyrosine phosphatases	-	-
Potri.009G146900	-	-	-	-	-
Potri.009G147000	AT4G21110.1	-	G10 family protein	-	-
Potri.009G147100	AT2G36380.1	ATPDR6,PDR6	pleiotropic drug resistance 6	-	-
Potri.009G147200	AT3G22430.1	-	-	-	-
Potri.009G147300	-	-	-	-	-
Potri.009G147400	-	-	-	-	-
Potri.009G147500	AT2G27740.1	-	Family of unknown function (DUF662) 	-	-
Potri.009G147600	AT2G27760.1	ATIPT2,IPPT,IPT2	tRNAisopentenyltransferase 2	-	-
Potri.009G147700	AT4G25490.1	ATCBF1,CBF1,DREB1B	C-repeat/DRE binding factor 1	ERF	ERF
Potri.009G147800	AT5G40270.1	-	HD domain-containing metal-dependent phosphohydrolase family protein	-	-
Potri.009G147900	AT2G29500.1	-	HSP20-like chaperones superfamily protein	-	-
Potri.009G148000	AT1G07400.1	-	HSP20-like chaperones superfamily protein	-	-
Potri.009G148100	AT5G22580.1	-	Stress responsive A/B Barrel Domain	-	-
Potri.009G148200	AT3G44716.2	-	-	-	-
Potri.009G148300	AT2G27770.1	-	Plant protein of unknown function (DUF868)	-	-
Potri.009G148400	AT2G27775.1	-	-	-	-
Potri.009G148500	AT2G44860.1	-	Ribosomal protein L24e family protein	-	-
Potri.009G148600	AT2G27810.1	ATNAT12,NAT12	nucleobase-ascorbate transporter 12	-	-
Potri.009G148700	-	-	-	-	-
Potri.009G148800	AT1G08250.1	ADT6	arogenate dehydratase 6	-	-
Potri.009G148900	AT3G44735.2	ATPSK3,PSK1,PSK3	PHYTOSULFOKINE 3 PRECURSOR	-	-
Potri.009G149000	-	-	-	-	-
Potri.009G149100	AT5G22640.1	emb1211	MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein	-	-
Potri.009G149200	AT2G27830.1	-	-	-	-
Potri.009G149300	AT3G52730.1	-	ubiquinol-cytochrome C reductase UQCRX/QCR9-like family protein	-	-
Potri.009G149400	AT3G44750.2	ATHD2A,HD2A,HDA3,HDT1	histone deacetylase 3	C2H2	C2H2
Potri.009G149500	-	-	-	-	-
Potri.009G149600	AT1G27650.1	ATU2AF35A	U2 snRNP auxiliary factor small subunit, putative	-	-
Potri.009G149700	AT5G22740.1	ATCSLA02,ATCSLA2,CSLA02,CSLA2	cellulose synthase-like A02	-	-
Potri.009G149800	AT3G17450.1	-	hAT dimerisation domain-containing protein	-	-
Potri.009G149900	AT1G08230.2	ATGAT1,GAT1	Transmembrane amino acid transporter family protein	-	-
Potri.009G150000	AT4G12080.1	AHL1,ATAHL1	AT-hook motif nuclear-localized protein 1	-	-
Potri.009G150100	AT5G60250.1	-	zinc finger (C3HC4-type RING finger) family protein	-	-
Potri.009G150200	AT5G22760.1	-	PHD finger family protein	-	-
Potri.009G150300	AT5G22780.1	-	Adaptor protein complex AP-2, alpha subunit	-	-
Potri.009G150400	AT5G22790.1	RER1	reticulata-related 1	-	-
Potri.009G150500	AT3G44820.1	-	Phototropic-responsive NPH3 family protein	-	-
Potri.009G150600	AT1G08200.1	AXS2	UDP-D-apiose/UDP-D-xylose synthase 2	-	-
Potri.009G150700	AT3G44830.1	-	Lecithin:cholesterol acyltransferase family protein	-	-
Potri.009G150800	AT3G44830.1	-	Lecithin:cholesterol acyltransferase family protein	-	-
Potri.009G150900	-	-	-	-	-
Potri.009G151000	AT5G22810.1	-	GDSL-like Lipase/Acylhydrolase superfamily protein	-	-
Potri.009G151100	AT5G22820.2	-	ARM repeat superfamily protein	-	-
Potri.009G151200	AT1G06340.1	-	Plant Tudor-like protein	-	-
Potri.009G151300	AT5G65620.1	-	Zincin-like metalloproteases family protein	-	-
Potri.009G151400	AT5G22830.1	ATMGT10,GMN10,MGT10,MRS2-11	magnesium (Mg) transporter 10	-	-
Potri.009G151500	AT3G44850.1	-	Protein kinase superfamily protein	-	-
Potri.009G151600	AT2G27180.1	-	-	-	-
Potri.009G151700	AT5G21990.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.009G151800	AT4G19170.1	CCD4,NCED4	nine-cis-epoxycarotenoid dioxygenase 4	-	-
Potri.009G151900	AT4G19170.1	CCD4,NCED4	nine-cis-epoxycarotenoid dioxygenase 4	-	-
Potri.009G152000	AT4G19170.1	CCD4,NCED4	nine-cis-epoxycarotenoid dioxygenase 4	-	-
Potri.009G152100	-	-	-	-	-
Potri.009G152200	AT4G19170.1	CCD4,NCED4	nine-cis-epoxycarotenoid dioxygenase 4	-	-
Potri.009G152300	AT4G19170.1	CCD4,NCED4	nine-cis-epoxycarotenoid dioxygenase 4	-	-
Potri.009G152400	-	-	-	-	-
Potri.009G152500	AT3G22980.1	-	Ribosomal protein S5/Elongation factor G/III/V family protein	-	-
Potri.009G152600	AT2G36300.1	-	Integral membrane Yip1 family protein	-	-
Potri.009G152700	-	-	-	-	-
Potri.009G152800	AT5G17920.1	ATCIMS,ATMETS,ATMS1	Cobalamin-independent synthase family protein	-	-
Potri.009G152900	AT2G28380.1	DRB2	dsRNA-binding protein 2	-	-
Potri.009G153000	AT2G27140.1	-	HSP20-like chaperones superfamily protein	-	-
Potri.009G153100	AT2G27140.1	-	HSP20-like chaperones superfamily protein	-	-
Potri.009G153200	AT2G27140.1	-	HSP20-like chaperones superfamily protein	-	-
Potri.009G153300	AT3G43610.1	-	Spc97 / Spc98 family of spindle pole body (SBP) component	-	-
Potri.009G153400	-	-	-	-	-
Potri.009G153500	AT5G54062.1	-	-	-	-
Potri.009G153600	AT3G43600.1	AAO2,AO3,AOgamma,atAO-2,AtAO3	aldehyde oxidase 2	-	-
Potri.009G153700	AT5G54062.1	-	-	-	-
Potri.009G153800	AT3G43600.1	AAO2,AO3,AOgamma,atAO-2,AtAO3	aldehyde oxidase 2	-	-
Potri.009G153900	AT5G20950.1	-	Glycosyl hydrolase family protein	-	-
Potri.009G154000	AT5G04885.1	-	Glycosyl hydrolase family protein	-	-
Potri.009G154100	AT1G21270.1	WAK2	wall-associated kinase 2	-	-
Potri.009G154200	AT4G14630.1	GLP9	germin-like protein 9	-	-
Potri.009G154300	AT1G16130.1	WAKL2	wall associated kinase-like 2	-	-
Potri.009G154400	-	-	-	-	-
Potri.009G154500	AT1G21270.1	WAK2	wall-associated kinase 2	-	-
Potri.009G154600	AT1G21230.1	WAK5	wall associated kinase 5	-	-
Potri.009G154700	AT2G27170.2	SMC3,TTN7	Structural maintenance of chromosomes (SMC) family protein	-	-
Potri.009G154800	AT5G04885.1	-	Glycosyl hydrolase family protein	-	-
Potri.009G154900	AT1G21240.1	WAK3	wall associated kinase 3	-	-
Potri.009G155000	AT1G16130.1	WAKL2	wall associated kinase-like 2	-	-
Potri.009G155100	-	-	-	-	-
Potri.009G155200	AT2G27170.2	SMC3,TTN7	Structural maintenance of chromosomes (SMC) family protein	-	-
Potri.009G155300	AT5G20935.1	-	-	-	-
Potri.009G155400	AT5G20930.1	TSL	Protein kinase superfamily protein	-	-
Potri.009G155500	AT3G43590.1	-	zinc knuckle (CCHC-type) family protein	-	-
Potri.009G155600	-	-	-	-	-
Potri.009G155700	AT3G44020.1	-	thylakoid lumenal P17.1 protein	-	-
Potri.009G155800	AT5G06570.2	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.009G155900	AT3G13020.1	-	hAT transposon superfamily protein	-	-
Potri.009G156000	AT3G44050.1	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.009G156100	-	-	-	-	-
Potri.009G156200	AT5G12230.1	MED19A	-	-	-
Potri.009G156300	-	-	-	-	-
Potri.009G156400	AT5G20990.1	B73,CHL6,CNX,CNX1,SIR4	molybdopterin biosynthesis CNX1 protein / molybdenum cofactor biosynthesis enzyme CNX1 (CNX1)	-	-
Potri.009G156500	AT3G03740.1	ATBPM4,BPM4	BTB-POZ and MATH domain 4	-	-
Potri.009G156600	AT2G29130.1	ATLAC2,LAC2	laccase 2	-	-
Potri.009G156700	AT2G21530.1	-	SMAD/FHA domain-containing protein 	-	-
Potri.009G156800	AT2G29130.1	ATLAC2,LAC2	laccase 2	-	-
Potri.009G156900	AT2G21530.1	-	SMAD/FHA domain-containing protein 	-	-
Potri.009G157000	AT5G17770.1	ATCBR,CBR,CBR1	NADH:cytochrome B5 reductase 1	-	-
Potri.009G157100	AT1G02335.1	GL22	germin-like protein subfamily 2 member 2 precursor	-	-
Potri.009G157200	AT1G16130.1	WAKL2	wall associated kinase-like 2	-	-
Potri.009G157300	AT4G14480.1	-	Protein kinase superfamily protein	-	-
Potri.009G157400	AT3G11830.1	-	TCP-1/cpn60 chaperonin family protein	-	-
Potri.009G157500	AT2G02970.1	-	GDA1/CD39 nucleoside phosphatase family protein	-	-
Potri.009G157600	AT5G28490.1	LSH1	Protein of unknown function (DUF640)	-	-
Potri.009G157700	AT1G74470.1	-	Pyridine nucleotide-disulphide oxidoreductase family protein	-	-
Potri.009G157800	AT4G10950.1	-	SGNH hydrolase-type esterase superfamily protein	-	-
Potri.009G157900	AT5G21040.2	FBX2	F-box protein 2	-	-
Potri.009G158000	AT5G21050.1	-	-	-	-
Potri.009G158100	AT3G43720.1	-	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
Potri.009G158200	AT2G24190.2	-	NAD(P)-binding Rossmann-fold superfamily protein	-	-
Potri.009G158300	AT5G21060.2	-	Glyceraldehyde-3-phosphate dehydrogenase-like family protein	-	-
Potri.009G158400	AT2G27110.2	FRS3	FAR1-related sequence 3	FAR1	FAR1
Potri.009G158500	-	-	-	-	-
Potri.009G158600	AT2G27100.1	SE	C2H2 zinc-finger protein SERRATE (SE)	-	-
Potri.009G158700	AT1G77940.1	-	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein	-	-
Potri.009G158800	AT5G21070.1	-	-	-	-
Potri.009G158900	AT2G27080.1	-	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	-	-
Potri.009G159000	AT2G27090.1	-	Protein of unknown function (DUF630 and DUF632)	-	-
Potri.009G159100	-	-	-	-	-
Potri.009G159200	AT3G20770.1	AtEIN3,EIN3	Ethylene insensitive 3 family protein	EIL	EIL
Potri.009G159300	AT3G04600.1	-	Nucleotidylyl transferase superfamily protein	-	-
Potri.009G159400	AT2G34570.1	MEE21	PIN domain-like family protein	-	-
Potri.009G159500	AT3G56510.1	-	RNA-binding (RRM/RBD/RNP motifs) family protein	-	-
Potri.009G159600	AT4G35860.1	ATGB2,ATRAB2C,ATRABB1B,GB2	GTP-binding 2	-	-
Potri.009G159700	AT5G21105.1	-	Plant L-ascorbate oxidase	-	-
Potri.009G159800	AT3G10230.1	LYC	lycopene cyclase	-	-
Potri.009G159900	AT5G22350.1	ELM1	Protein of unknown function (DUF1022)	-	-
Potri.009G160000	AT2G27370.1	-	Uncharacterised protein family (UPF0497)	-	-
Potri.009G160100	AT2G27350.1	-	OTU-like cysteine protease family protein	-	-
Potri.009G160200	AT1G08370.1	ATDCP1,DCP1	decapping 1	-	-
Potri.009G160300	AT5G59860.1	-	RNA-binding (RRM/RBD/RNP motifs) family protein	-	-
Potri.009G160400	AT3G44330.1	-	-	-	-
Potri.009G160500	AT5G22340.1	-	-	-	-
Potri.009G160600	AT5G22330.1	ATTIP49A,RIN1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.009G160700	AT2G27310.1	-	F-box family protein	-	-
Potri.009G160800	AT1G08380.1	PSAO	photosystem I subunit O	-	-
Potri.009G160900	AT3G11590.1	-	-	-	-
Potri.009G161000	AT5G22300.1	AtNIT4,NIT4	nitrilase 4	-	-
Potri.009G161100	AT4G16295.1	SPH1	S-protein homologue 1	-	-
Potri.009G161200	-	-	-	-	-
Potri.009G161300	AT2G27300.1	ANAC040,NTL8	NTM1-like 8	NAC	NAC
Potri.009G161400	AT5G06270.1	-	-	-	-
Potri.009G161500	AT3G44260.1	-	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
Potri.009G161600	AT5G04820.1	ATOFP13,OFP13	ovate family protein 13	-	-
Potri.009G161700	AT2G18500.1	ATOFP7,OFP7	ovate family protein 7	-	-
Potri.009G161800	AT2G27290.1	-	Protein of unknown function (DUF1279)	-	-
Potri.009G161900	AT5G22220.2	ATE2FB,E2F1,E2FB	E2F transcription factor 1	E2F/DP	E2F/DP
Potri.009G162000	-	-	-	-	-
Potri.009G162100	AT5G62370.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.009G162200	AT5G22210.1	-	-	-	-
Potri.009G162300	AT4G15733.1	SCRL11	SCR-like 11	-	-
Potri.009G162400	AT3G52500.1	-	Eukaryotic aspartyl protease family protein	-	-
Potri.009G162500	AT2G27285.1	-	Coiled-coil domain-containing protein 55 (DUF2040)	-	-
Potri.009G162600	AT2G27450.2	ATNLP1,CPA,NLP1	nitrilase-like protein 1	-	-
Potri.009G162700	-	-	-	-	-
Potri.009G162800	AT5G22390.1	-	Protein of unknown function (DUF3049)	-	-
Potri.009G162900	AT5G22400.1	-	Rho GTPase activating protein with PAK-box/P21-Rho-binding domain	-	-
Potri.009G163000	-	-	-	-	-
Potri.009G163100	AT2G27730.1	-	copper ion binding	-	-
Potri.009G163200	-	-	-	-	-
Potri.009G163300	AT2G27460.1	-	sec23/sec24 transport family protein	-	-
Potri.009G163400	AT3G52660.2	-	RNA-binding (RRM/RBD/RNP motifs) family protein	-	-
Potri.009G163500	AT2G27470.1	NF-YB11	nuclear factor Y, subunit B11	NF-YB	NF-YB
Potri.009G163600	AT2G27480.1	-	Calcium-binding EF-hand family protein	-	-
Potri.009G163700	AT2G27500.1	-	Glycosyl hydrolase superfamily protein	-	-
